tweet_id,retweet_count,favorite_count
731156023742988288,1263,3831
730924654643314689,1963,6121
730573383004487680,2125,4893
730427201120833536,1048,3475
730211855403241472,1055,3803
730196704625098752,1898,4841
729854734790754305,1124,4011
729838605770891264,381,1722
729823566028484608,1240,3960
729463711119904772,2308,5770
729113531270991872,323,1873
728986383096946689,819,3132
728760639972315136,1692,4666
728751179681943552,676,2758
728653952833728512,1028,3294
728409960103686147,1993,4890
728387165835677696,956,3679
728046963732717569,1194,4286
728035342121635841,1655,4551
728015554473250816,1100,4099
727685679342333952,637,2945
727644517743104000,1741,5866
727524757080539137,1215,4452
727314416056803329,739,3320
727286334147182592,807,3035
727175381690781696,1377,3895
727155742655025152,1327,3612
726935089318363137,2448,6850
726887082820554753,1515,3826
726828223124897792,998,3547
726224900189511680,1141,4410
725842289046749185,2661,7057
725786712245440512,1361,4148
725729321944506368,1774,5184
725458796924002305,612,1402
724983749226668032,1306,3712
724771698126512129,635,2338
724405726123311104,1639,5252
724049859469295616,1767,4306
724046343203856385,554,2645
724004602748780546,1543,4163
723912936180330496,1230,3865
723688335806480385,2927,7643
723673163800948736,882,3001
723179728551723008,1858,5282
722974582966214656,1554,4075
722613351520608256,1628,4948
721503162398597120,1840,4599
721001180231503872,607,2510
720785406564900865,762,3100
720775346191278080,661,2449
720415127506415616,1493,4107
720389942216527872,2491,6344
720340705894408192,973,2858
720059472081784833,1110,3852
720043174954147842,1998,4883
719991154352222208,1730,4814
719704490224398336,1424,4520
719551379208073216,1900,5035
719367763014393856,739,2789
719339463458033665,1228,4408
719332531645071360,946,3413
718971898235854848,1071,3469
718939241951195136,1749,5227
718631497683582976,7998,18767
718613305783398402,478,2420
718540630683709445,1010,2441
718460005985447936,521,2683
718454725339934721,1502,4833
718246886998687744,500,1912
718234618122661888,990,3847
717841801130979328,603,2453
717790033953034240,1107,2865
717537687239008257,1846,5755
717428917016076293,450,1609
717421804990701568,843,3149
717047459982213120,1923,6262
717009362452090881,960,3238
716802964044845056,1165,4263
716791146589110272,1568,8104
716730379797970944,423,1227
716447146686459905,5834,13008
716439118184652801,207,2365
716285507865542656,1052,2754
716080869887381504,1895,6712
715928423106027520,875,3178
715758151270801409,1431,3703
715733265223708672,1679,4630
715704790270025728,562,2782
715696743237730304,1283,3889
715680795826982913,1608,4281
715360349751484417,1560,5448
715342466308784130,688,3025
715220193576927233,647,2411
715200624753819648,1876,5120
715009755312439296,1222,4144
714982300363173890,1028,3713
714962719905021952,4244,7319
714957620017307648,1403,4107
714631576617938945,994,3269
714606013974974464,925,3617
714485234495041536,1121,2673
714258258790387713,715,3023
714251586676113411,830,3262
714214115368108032,869,2264
714141408463036416,1393,4295
713919462244790272,783,3277
713909862279876608,534,1897
713900603437621249,738,2823
713761197720473600,1372,4852
713411074226274305,1292,4419
713177543487135744,2819,7187
713175907180089344,1468,4437
712809025985978368,6676,18478
712717840512598017,4961,12291
712668654853337088,1209,4158
712438159032893441,1558,5305
712309440758808576,25,242
712097430750289920,1023,3765
712092745624633345,883,2932
712085617388212225,484,3257
712065007010385924,619,2254
711998809858043904,125,0
711968124745228288,2291,8032
711743778164514816,977,2825
711732680602345472,4098,8803
711694788429553666,18252,32764
711652651650457602,909,3839
711363825979756544,1133,3632
711306686208872448,732,3299
711008018775851008,611,2987
710997087345876993,1376,4549
710844581445812225,686,2532
710833117892898816,533,2673
710658690886586372,555,2304
710609963652087808,2374,4777
710588934686908417,1859,4517
710296729921429505,733,2367
710283270106132480,517,2139
710272297844797440,1242,4516
710269109699739648,1116,2386
710153181850935296,882,2895
710140971284037632,871,2746
710117014656950272,1987,5470
709918798883774466,1078,3469
709901256215666688,99,667
709852847387627521,1198,3513
709566166965075968,1204,3539
709556954897764353,1067,3283
709519240576036864,236,1488
709449600415961088,566,2218
709409458133323776,683,2609
709225125749587968,570,2399
709207347839836162,5784,12518
709198395643068416,641,2420
709179584944730112,665,1996
709158332880297985,411,2025
709042156699303936,1625,4728
708853462201716736,656,1791
708845821941387268,897,2978
708834316713893888,496,1675
708810915978854401,6903,16442
708738143638450176,806,2734
708711088997666817,716,2531
708479650088034305,677,2536
708469915515297792,809,3087
708400866336894977,10042,15947
708356463048204288,1315,3571
708349470027751425,737,2338
708149363256774660,1545,4269
708130923141795840,848,3375
708119489313951744,977,2682
708109389455101952,547,1936
708026248782585858,1924,4378
707995814724026368,1120,3123
707983188426153984,2,50
707969809498152960,961,2692
707776935007539200,953,3273
707741517457260545,611,2480
707738799544082433,2454,4067
707693576495472641,992,3402
707629649552134146,875,2564
707610948723478529,6342,16939
707420581654872064,696,2268
707411934438625280,597,2297
707387676719185920,1285,3487
707377100785885184,1087,3273
707315916783140866,636,2467
707297311098011648,782,2765
707059547140169728,669,2591
707038192327901184,790,2179
707021089608753152,1353,4074
707014260413456384,596,2311
706904523814649856,7833,14543
706901761596989440,591,2058
706681918348251136,971,3294
706644897839910912,1087,2567
706593038911545345,630,2143
706538006853918722,1422,3465
706516534877929472,1029,3095
706346369204748288,924,3445
706310011488698368,7898,21276
706291001778950144,475,1692
706265994973601792,932,2730
706169069255446529,2205,3897
706166467411222528,1596,5156
706153300320784384,383,1482
705975130514706432,731,3093
705970349788291072,891,3156
705898680587526145,549,2361
705786532653883392,517,1931
705591895322394625,1150,3154
705475953783398401,911,2953
705442520700944385,1622,4421
705428427625635840,1680,3807
705239209544720384,745,2999
705223444686888960,797,2582
705102439679201280,517,2141
705066031337840642,616,2180
704871453724954624,1113,4262
704859558691414016,540,2251
704847917308362754,1524,5069
704819833553219584,988,2638
704761120771465216,2909,6624
704499785726889984,1013,2912
704491224099647488,78,752
704480331685040129,1061,3389
704364645503647744,3542,7995
704347321748819968,350,1578
704134088924532736,457,1502
704113298707505153,571,1846
704054845121142784,912,2920
703774238772166656,458,1837
703769065844768768,1140,3273
703631701117943808,677,2576
703611486317502464,1525,3854
703425003149250560,1360,3803
703407252292673536,693,2446
703382836347330562,1144,3506
703356393781329922,383,1913
703268521220972544,548,1971
703079050210877440,3074,7384
703041949650034688,12469,26319
702932127499816960,728,2579
702899151802126337,452,1610
702684942141153280,1074,3220
702671118226825216,555,2198
702598099714314240,3426,12214
702539513671897089,962,2878
702332542343577600,1546,3180
702321140488925184,1041,3263
702276748847800320,763,2460
702217446468493312,1332,4771
701981390485725185,990,3448
701952816642965504,1022,3841
701889187134500865,1386,3547
701805642395348998,1673,3415
701601587219795968,450,2086
701570477911896070,921,2811
701545186879471618,608,2656
701214700881756160,5090,12184
700890391244103680,565,2206
700864154249383937,621,2589
700847567345688576,499,2452
700796979434098688,937,2434
700747788515020802,9303,22804
700518061187723268,794,2608
700505138482569216,570,2288
700462010979500032,1784,4125
700167517596164096,733,2626
700151421916807169,671,2233
700143752053182464,2713,7523
700062718104104960,690,2645
700029284593901568,584,2071
700002074055016451,1340,3320
699801817392291840,953,3060
699788877217865730,508,2225
699779630832685056,1230,2738
699775878809702401,603,1960
699691744225525762,4608,10268
699446877801091073,2607,5943
699434518667751424,516,2160
699423671849451520,326,1363
699413908797464576,624,2074
699370870310113280,444,1886
699323444782047232,859,3149
699088579889332224,632,2244
699079609774645248,655,2452
699072405256409088,1190,2973
699060279947165696,1800,3754
699036661657767936,1198,2600
698989035503689728,972,3339
698953797952008193,897,2680
698907974262222848,625,2538
698710712454139905,679,2463
698703483621523456,379,1446
698635131305795584,338,1295
698549713696649216,622,2324
698355670425473025,449,1856
698342080612007937,951,2267
698262614669991936,1996,4742
698195409219559425,5961,16726
698178924120031232,737,2806
697995514407682048,331,1516
697990423684476929,1296,3283
697943111201378304,681,2387
697881462549430272,1178,3012
697630435728322560,541,1743
697616773278015490,1013,3164
697596423848730625,1262,3019
697575480820686848,497,2036
697516214579523584,1113,2057
697482927769255936,674,2414
697463031882764288,1396,3421
697270446429966336,1873,4686
697259378236399616,1003,3291
697255105972801536,1162,3033
697242256848379904,669,2508
696900204696625153,1019,3173
696894894812565505,676,2342
696886256886657024,1802,4855
696877980375769088,709,2432
696754882863349760,361,1480
696744641916489729,939,2059
696713835009417216,653,2363
696518437233913856,1704,3909
696490539101908992,141,1215
696488710901260288,1017,2533
696405997980676096,1156,3200
696100768806522880,653,1931
695816827381944320,1166,3013
695794761660297217,764,3155
695767669421768709,746,1865
695629776980148225,2093,4554
695446424020918272,1807,4390
695409464418041856,3568,8663
695314793360662529,1452,3624
695095422348574720,613,2630
695074328191332352,1094,2839
695064344191721472,589,1599
695051054296211456,786,2658
694925794720792577,916,2694
694905863685980160,937,2747
694669722378485760,14368,35764
694356675654983680,287,1498
694352839993344000,615,2038
694342028726001664,482,1571
694329668942569472,500,2009
694206574471057408,2031,4153
694183373896572928,924,2945
694001791655137281,1024,3407
693993230313091072,402,1875
693942351086120961,369,1738
693647888581312512,584,2682
693644216740769793,122,1339
693642232151285760,410,2535
693629975228977152,792,2441
693622659251335168,373,1538
693590843962331137,1955,5051
693582294167244802,254,1649
693486665285931008,635,1781
693280720173801472,1234,3344
693267061318012928,810,2374
693262851218264065,498,2215
693231807727280129,731,2866
693155686491000832,3203,7872
693109034023534592,612,1715
693095443459342336,461,1856
692919143163629568,754,2673
692905862751522816,865,2424
692901601640583168,601,1766
692894228850999298,807,2263
692828166163931137,880,2866
692752401762250755,3635,6816
692568918515392513,1532,4357
692535307825213440,1363,3173
692530551048294401,413,1827
692423280028966913,226,1482
692417313023332352,3466,9346
692187005137076224,819,2524
692158366030913536,788,2143
692142790915014657,394,1649
692041934689402880,1272,3396
692017291282812928,957,2881
691820333922455552,1658,3951
691793053716221953,4220,8128
691756958957883396,1000,2860
691675652215414786,508,1955
691483041324204033,563,2387
691459709405118465,1137,4040
691444869282295808,846,2647
691416866452082688,7620,19302
691321916024623104,662,2555
691096613310316544,877,2955
691090071332753408,334,1717
690989312272396288,2862,5897
690959652130045952,1248,3574
690938899477221376,1960,4089
690932576555528194,1020,3284
690735892932222976,1269,3778
690728923253055490,514,2176
690690673629138944,814,2333
690649993829576704,279,1302
690607260360429569,18,294
690597161306841088,601,1950
690400367696297985,452,1887
690374419777196032,846,3246
690360449368465409,878,2671
690348396616552449,516,1509
690248561355657216,415,1672
690021994562220032,1029,2791
690015576308211712,729,2490
690005060500217858,1686,3665
689999384604450816,369,1418
689993469801164801,449,1462
689977555533848577,446,1372
689905486972461056,699,2436
689877686181715968,1161,3035
689835978131935233,742,2169
689661964914655233,927,3210
689659372465688576,3863,10360
689623661272240129,640,2229
689599056876867584,5519,11643
689557536375177216,455,2043
689517482558820352,1425,3395
689289219123089408,940,2252
689283819090870273,1102,3268
689280876073582592,711,1975
689275259254616065,243,1144
689255633275777024,1080,2551
689154315265683456,1001,3072
689143371370250240,509,2014
688916208532455424,869,2721
688908934925697024,767,2117
688898160958271489,781,2090
688894073864884227,691,2242
688828561667567616,370,1380
688804835492233216,191,961
688789766343622656,662,2211
688547210804498433,700,2598
688519176466644993,724,2315
688385280030670848,4474,9280
688211956440801280,827,2242
688179443353796608,581,2138
688116655151435777,771,2827
688064179421470721,359,1731
687841446767013888,2508,5470
687826841265172480,1118,2745
687818504314159109,940,2481
687807801670897665,715,2393
687732144991551489,666,1758
687704180304273409,843,2422
687664829264453632,510,1933
687494652870668288,577,1895
687480748861947905,240,1597
687476254459715584,532,1986
687460506001633280,540,2058
687399393394311168,616,1890
687317306314240000,9158,20142
687312378585812992,1900,4356
687127927494963200,2268,5434
687124485711986689,504,2164
687109925361856513,2458,5794
687102708889812993,979,2343
687096057537363968,601,2245
686947101016735744,3182,8624
686760001961103360,1381,3517
686749460672679938,1451,3471
686730991906516992,1194,4134
686683045143953408,802,2818
686618349602762752,1361,3705
686606069955735556,542,1883
686394059078897668,687,1737
686386521809772549,878,3258
686377065986265092,568,2209
686358356425093120,668,2182
686286779679375361,1657,3999
686050296934563840,726,2214
686035780142297088,116,1147
686034024800862208,1142,3086
686007916130873345,411,2487
686003207160610816,625,1830
685973236358713344,523,2101
685943807276412928,593,1628
685906723014619143,2884,7509
685681090388975616,124,2032
685667379192414208,563,2359
685663452032069632,1457,3232
685641971164143616,780,2935
685547936038666240,15617,32917
685532292383666176,1156,3030
685325112850124800,3963,9452
685321586178670592,640,2653
685315239903100929,1045,3315
685307451701334016,441,2071
685268753634967552,1195,3101
685198997565345792,669,2339
685169283572338688,1428,4107
684969860808454144,368,2386
684959798585110529,3120,6823
684940049151070208,1045,3206
684926975086034944,460,3490
684914660081053696,1452,3510
684902183876321280,529,1875
684880619965411328,813,2091
684830982659280897,21641,35015
684800227459624960,1005,2734
684594889858887680,3501,8907
684588130326986752,1408,4114
684567543613382656,1212,3019
684538444857667585,947,2646
684481074559381504,1164,3886
684460069371654144,558,1974
684241637099323392,3277,8134
684225744407494656,208,1227
684222868335505415,1369,3818
684200372118904832,1033,2151
684195085588783105,511,1910
684188786104872960,1171,3489
684177701129875456,661,2012
684147889187209216,1512,2989
684122891630342144,466,2009
684097758874210310,1427,4111
683857920510050305,1122,3799
683852578183077888,345,1932
683849932751646720,964,2609
683834909291606017,1111,2622
683828599284170753,1061,2792
683773439333797890,1348,3345
683742671509258241,3301,6470
683515932363329536,2894,7333
683498322573824003,961,3177
683481228088049664,995,2649
683462770029932544,673,2423
683449695444799489,1604,3889
683391852557561860,2395,7623
683357973142474752,913,2906
683142553609318400,1042,2863
683111407806746624,910,3398
683098815881154561,658,2158
683078886620553216,561,1989
683030066213818368,737,2161
682962037429899265,16549,36794
682808988178739200,169,1787
682788441537560576,1107,2477
682750546109968385,440,1515
682697186228989953,357,1318
682662431982772225,1078,3059
682638830361513985,597,2069
682429480204398592,1154,3430
682406705142087680,1769,7557
682393905736888321,671,2225
682389078323662849,462,1654
682303737705140231,973,3051
682259524040966145,1205,4142
682242692827447297,1160,3245
682088079302213632,9843,18211
682059653698686977,1677,4937
682047327939461121,932,3190
682032003584274432,2000,6562
682003177596559360,1524,3130
681981167097122816,1028,2802
681891461017812993,815,2465
681694085539872773,4045,12764
681679526984871937,439,1772
681654059175129088,920,2633
681610798867845120,462,1909
681579835668455424,1297,3545
681523177663676416,5747,14266
681340665377193984,275,1635
681339448655802368,4076,9268
681320187870711809,740,2643
681302363064414209,1807,3926
681297372102656000,951,3206
681281657291280384,1092,3222
681261549936340994,268,1453
681242418453299201,526,1485
681231109724700672,484,2409
681193455364796417,1480,3690
680970795137544192,654,2419
680959110691590145,1997,4572
680940246314430465,1048,3191
680934982542561280,434,2082
680913438424612864,620,2401
680889648562991104,360,1762
680836378243002368,1315,3456
680805554198020098,662,2149
680801747103793152,814,2377
680798457301471234,1026,2841
680609293079592961,698,2635
680583894916304897,1327,3625
680497766108381184,1907,4226
680494726643068929,482,1712
680473011644985345,740,2542
680440374763077632,497,1445
680221482581123072,293,1462
680206703334408192,1165,2830
680191257256136705,499,2141
680176173301628928,1541,3879
680161097740095489,730,2322
680145970311643136,1734,3602
680130881361686529,937,2286
680115823365742593,901,2713
680100725817409536,1367,3557
680085611152338944,8949,12767
680070545539371008,866,2573
679877062409191424,645,1984
679872969355714560,658,2179
679862121895714818,617,2444
679854723806179328,1224,2841
679844490799091713,757,2356
679828447187857408,13936,36148
679777920601223168,1097,3084
679736210798047232,782,2092
679729593985699840,817,2161
679722016581222400,462,1662
679530280114372609,2069,4778
679527802031484928,715,2629
679511351870550016,1255,3350
679503373272485890,1458,3158
679475951516934144,634,2080
679462823135686656,18681,31419
679405845277462528,1196,2357
679158373988876288,7985,21180
679148763231985668,1019,2766
679132435750195208,1143,2952
679111216690831360,2554,5934
679062614270468097,8020,16855
679047485189439488,661,2231
679001094530465792,1214,2800
678991772295516161,1148,2278
678969228704284672,454,1640
678800283649069056,890,2545
678798276842360832,1154,3425
678774928607469569,896,2789
678767140346941444,1345,3500
678764513869611008,468,1626
678755239630127104,3249,7063
678740035362037760,1659,3733
678708137298427904,2402,5550
678675843183484930,1448,2836
678643457146150913,401,2038
678446151570427904,1525,3964
678424312106393600,2517,5429
678410210315247616,1787,4181
678399652199309312,31421,78543
678396796259975168,409,1582
678389028614488064,419,1858
678380236862578688,904,2415
678341075375947776,531,1720
678334497360859136,249,1294
678278586130948096,6015,11321
678255464182861824,361,1579
678023323247357953,375,1894
678021115718029313,6254,13517
677961670166224897,1661,3387
677918531514703872,402,1335
677895101218201600,2044,4785
677716515794329600,965,3022
677700003327029250,1423,3344
677698403548192770,315,1217
677687604918272002,841,2460
677673981332312066,1482,3293
677662372920729601,945,1928
677644091929329666,786,1830
677573743309385728,694,2102
677565715327688705,456,1282
677557565589463040,1133,2413
677547928504967168,3613,6859
677530072887205888,224,1053
677335745548390400,1753,3006
677334615166730240,281,1326
677331501395156992,233,1071
677328882937298944,1483,3592
677314812125323265,523,1621
677301033169788928,394,1219
677269281705472000,698,1965
677228873407442944,1621,3509
677187300187611136,906,2705
676975532580409345,1050,2739
676957860086095872,799,2212
676949632774234114,390,1285
676948236477857792,850,2142
676946864479084545,364,1707
676942428000112642,739,2043
676936541936185344,4844,12554
676916996760600576,1782,2937
676897532954456065,710,2214
676864501615042560,699,2073
676821958043033607,15332,22605
676819651066732545,651,1789
676811746707918848,415,1398
676776431406465024,1986,4928
676617503762681856,946,2846
676613908052996102,197,1067
676606785097199616,426,1863
676603393314578432,375,1140
676593408224403456,2124,4509
676590572941893632,119,901
676588346097852417,769,2278
676582956622721024,271,1180
676575501977128964,1099,2538
676533798876651520,544,1840
676496375194980353,523,1498
676470639084101634,4587,11417
676440007570247681,650,1692
676430933382295552,340,1373
676263575653122048,533,2048
676237365392908289,283,1190
676219687039057920,30493,75101
676215927814406144,562,1711
676191832485810177,1010,2238
676146341966438401,648,1879
676121918416756736,1139,2127
676101918813499392,1144,2775
676098748976615425,1395,2951
676089483918516224,427,1284
675898130735476737,561,1584
675891555769696257,835,2086
675888385639251968,936,2340
675878199931371520,1372,4098
675870721063669760,551,1597
675853064436391936,1264,2646
675849018447167488,141,925
675845657354215424,858,2227
675822767435051008,523,1488
675820929667219457,230,1027
675798442703122432,3335,10051
675781562965868544,456,1596
675740360753160193,333,1144
675710890956750848,795,1852
675707330206547968,666,1936
675706639471788032,93,629
675534494439489536,402,1783
675531475945709568,371,1158
675522403582218240,281,1014
675517828909424640,452,1261
675501075957489664,5691,16790
675497103322386432,1260,3075
675489971617296384,581,1268
675483430902214656,955,1806
675432746517426176,553,1486
675372240448454658,503,1651
675362609739206656,226,1022
675354435921575936,16374,31808
675349384339542016,2211,3829
675334060156301312,1249,2700
675166823650848770,1548,3504
675153376133427200,2512,6114
675149409102012420,1637,3659
675147105808306176,228,919
675146535592706048,288,1152
675145476954566656,870,2085
675135153782571009,470,1272
675113801096802304,764,1905
675111688094527488,245,941
675109292475830276,1102,2729
675047298674663426,316,1039
675015141583413248,1155,2639
675006312288268288,217,960
675003128568291329,454,1524
674999807681908736,1072,2184
674805413498527744,344,839
674800520222154752,829,2937
674793399141146624,1060,2450
674790488185167872,242,1073
674788554665512960,203,795
674781762103414784,1158,1951
674774481756377088,454,1085
674767892831932416,758,1778
674764817387900928,229,773
674754018082705410,431,1334
674752233200820224,449,1428
674743008475090944,533,1358
674742531037511680,49,473
674739953134403584,374,1072
674737130913071104,85,629
674690135443775488,458,1117
674670581682434048,630,1567
674664755118911488,245,891
674646392044941312,478,1396
674644256330530816,262,1007
674638615994089473,561,1641
674632714662858753,555,1463
674606911342424069,95,917
674468880899788800,1971,6053
674447403907457024,346,1033
674436901579923456,378,1085
674422304705744896,525,1396
674416750885273600,133,669
674410619106390016,448,1164
674394782723014656,554,1471
674372068062928900,305,827
674330906434379776,72,549
674318007229923329,505,1369
674307341513269249,6741,11036
674291837063053312,5664,14292
674271431610523648,710,1524
674269164442398721,223,884
674265582246694913,817,1596
674262580978937856,438,1271
674255168825880576,526,1427
674082852460433408,163,739
674075285688614912,272,960
674063288070742018,2126,6190
674053186244734976,1248,3199
674051556661161984,472,1407
674045139690631169,619,1367
674042553264685056,122,700
674038233588723717,402,1071
674036086168010753,202,829
674024893172875264,1180,1721
674019345211760640,292,1093
674014384960745472,611,1510
674008982932058114,339,1160
673956914389192708,922,1898
673919437611909120,360,1135
673906403526995968,1574,3084
673887867907739649,245,907
673716320723169284,722,2995
673715861853720576,1988,3437
673711475735838725,291,1007
673709992831262724,263,812
673708611235921920,275,1045
673707060090052608,378,1065
673705679337693185,393,1221
673700254269775872,545,1388
673697980713705472,1896,3849
673689733134946305,622,1688
673688752737402881,476,1221
673686845050527744,418,1398
673680198160809984,448,1328
673662677122719744,354,1215
673656262056419329,229,697
673636718965334016,345,1072
673612854080196609,695,1556
673583129559498752,344,1154
673580926094458881,264,806
673576835670777856,545,1344
673363615379013632,291,994
673359818736984064,648,1403
673355879178194945,554,1456
673352124999274496,520,1612
673350198937153538,202,728
673345638550134785,1214,2428
673343217010679808,260,939
673342308415348736,555,1231
673320132811366400,7594,13028
673317986296586240,244,852
673295268553605120,3059,7267
673270968295534593,348,1037
673240798075449344,697,1384
673213039743795200,812,2178
673148804208660480,605,1639
672997845381865473,686,1902
672995267319328768,276,918
672988786805112832,278,957
672984142909456390,522,1217
672980819271634944,974,1761
672975131468300288,870,1619
672970152493887488,341,921
672968025906282496,522,1284
672964561327235073,619,1378
672902681409806336,478,1323
672898206762672129,408,880
672884426393653248,809,1501
672877615439593473,341,998
672834301050937345,541,1276
672828477930868736,470,1218
672640509974827008,303,948
672622327801233409,466,1249
672614745925664768,555,1187
672609152938721280,375,1080
672604026190569472,382,1080
672594978741354496,589,1295
672591762242805761,325,925
672591271085670400,177,700
672538107540070400,350,999
672523490734551040,161,612
672488522314567680,417,1070
672482722825261057,573,1095
672481316919734272,123,698
672475084225949696,675,1397
672466075045466113,512,1310
672272411274932228,3234,6231
672267570918129665,593,1445
672264251789176834,324,1098
672256522047614977,1476,2732
672254177670729728,711,1387
672248013293752320,579,1679
672245253877968896,148,662
672239279297454080,311,865
672231046314901505,967,1771
672222792075620352,204,759
672205392827572224,1111,2183
672169685991993344,353,987
672160042234327040,343,843
672139350159835138,666,1688
672125275208069120,1098,2309
672095186491711488,356,972
672082170312290304,352,910
672068090318987265,498,1252
671896809300709376,4015,8222
671891728106971137,558,1276
671882082306625538,1338,3346
671879137494245376,639,1365
671874878652489728,529,1208
671866342182637568,472,1082
671855973984772097,418,871
671789708968640512,3337,6821
671768281401958400,481,1152
671763349865160704,873,1616
671744970634719232,731,1306
671743150407421952,228,726
671735591348891648,727,1392
671729906628341761,4181,8213
671561002136281088,6957,12349
671550332464455680,201,880
671547767500775424,570,1299
671544874165002241,1010,1897
671542985629241344,541,1056
671538301157904385,373,905
671536543010570240,389,1132
671533943490011136,554,988
671528761649688577,248,815
671520732782923777,508,1347
671518598289059840,284,916
671511350426865664,676,1545
671504605491109889,3415,6752
671497587707535361,428,887
671488513339211776,456,967
671486386088865792,188,563
671485057807351808,225,736
671390180817915904,717,1398
671362598324076544,286,1067
671357843010908160,147,387
671355857343524864,114,471
671347597085433856,414,925
671186162933985280,202,710
671182547775299584,323,1082
671166507850801152,330,848
671163268581498880,1050,1596
671159727754231808,78,359
671154572044468225,209,688
671151324042559489,147,645
671147085991960577,204,648
671141549288370177,630,1114
671138694582165504,386,892
671134062904504320,185,722
671122204919246848,2419,3378
671115716440031232,746,1322
671109016219725825,419,1108
670995969505435648,283,1074
670842764863651840,8349,23819
670840546554966016,187,564
670838202509447168,667,1077
670833812859932673,117,426
670832455012716544,208,709
670826280409919488,3901,5330
670823764196741120,180,750
670822709593571328,91,588
670815497391357952,1480,3065
670811965569282048,260,1089
670807719151067136,471,1123
670804601705242624,917,1893
670803562457407488,84,332
670797304698376195,229,711
670792680469889025,264,799
670789397210615808,225,641
670786190031921152,194,582
670783437142401025,372,802
670782429121134593,737,1503
670780561024270336,279,766
670778058496974848,71,319
670764103623966721,403,1042
670755717859713024,106,427
670733412878163972,494,928
670727704916926465,343,802
670717338665226240,466,1156
670704688707301377,357,751
670691627984359425,231,574
670679630144274432,272,728
670676092097810432,40,240
670668383499735048,4814,10311
670474236058800128,711,1461
670468609693655041,84,346
670465786746662913,525,938
670452855871037440,195,531
670449342516494336,627,1160
670444955656130560,1904,6492
670442337873600512,191,628
670435821946826752,494,1019
670434127938719744,620,1358
670433248821026816,106,319
670428280563085312,594,1335
670427002554466305,154,508
670421925039075328,606,1264
670420569653809152,302,602
670417414769758208,309,553
670411370698022913,851,1950
670408998013820928,211,538
670403879788544000,144,410
670385711116361728,195,546
670374371102445568,258,722
670361874861563904,63,320
670338931251150849,103,416
670319130621435904,1167,3753
670303360680108032,126,418
670290420111441920,270,677
670093938074779648,317,994
670086499208155136,244,675
670079681849372674,1173,2150
670073503555706880,757,1517
670069087419133954,226,604
670061506722140161,319,738
670055038660800512,316,647
670046952931721218,165,625
670040295598354432,106,729
670037189829525505,261,576
670003130994700288,87,319
669993076832759809,81,314
669972011175813120,149,427
669970042633789440,55,293
669942763794931712,154,489
669926384437997569,94,364
669923323644657664,53,227
669753178989142016,376,782
669749430875258880,63,255
669684865554620416,87,497
669683899023405056,105,377
669682095984410625,129,345
669680153564442624,271,648
669661792646373376,413,785
669625907762618368,1739,3410
669603084620980224,347,919
669597912108789760,145,501
669583744538451968,888,1443
669573570759163904,134,425
669571471778410496,977,1542
669567591774625800,53,228
669564461267722241,118,375
669393256313184256,71,349
669375718304980992,699,1281
669371483794317312,170,479
669367896104181761,145,445
669363888236994561,219,601
669359674819481600,116,359
669354382627049472,1230,2609
669353438988365824,251,607
669351434509529089,173,420
669328503091937280,400,983
669327207240699904,114,555
669324657376567296,200,485
669216679721873412,392,1154
669214165781868544,154,426
669203728096960512,455,973
669037058363662336,299,632
669015743032369152,359,719
669006782128353280,238,559
669000397445533696,6110,20179
668994913074286592,217,425
668992363537309700,327,723
668989615043424256,318,655
668988183816871936,445,876
668986018524233728,158,534
668981893510119424,290,521
668979806671884288,334,770
668975677807423489,556,1256
668967877119254528,21,140
668960084974809088,231,681
668955713004314625,68,266
668932921458302977,55,254
668902994700836864,97,308
668892474547511297,144,385
668872652652679168,289,510
668852170888998912,153,437
668826086256599040,129,422
668815180734689280,254,543
668779399630725120,353,681
668655139528511488,210,506
668645506898350081,510,849
668643542311546881,507,847
668641109086707712,523,1035
668636665813057536,476,1009
668633411083464705,1552,2700
668631377374486528,303,686
668627278264475648,108,307
668625577880875008,123,370
668623201287675904,724,1371
668620235289837568,38,192
668614819948453888,306,597
668587383441514497,1028,1611
668567822092664832,50,235
668544745690562560,215,496
668542336805281792,204,437
668537837512433665,68,245
668528771708952576,213,446
668507509523615744,101,312
668496999348633600,126,394
668484198282485761,225,412
668480044826800133,142,442
668466899341221888,493,858
668297328638447616,285,603
668291999406125056,29,234
668286279830867968,131,484
668274247790391296,224,793
668268907921326080,227,538
668256321989451776,576,1247
668248472370458624,463,939
668237644992782336,2720,5967
668226093875376128,97,288
668221241640230912,187,497
668204964695683073,187,539
668190681446379520,191,625
668171859951755264,184,466
668154635664932864,296,479
668142349051129856,270,556
668113020489474048,225,645
667937095915278337,761,1210
667924896115245057,108,285
667915453470232577,54,199
667911425562669056,284,473
667902449697558528,362,826
667886921285246976,1030,1794
667885044254572545,452,792
667878741721415682,113,379
667873844930215936,386,605
667866724293877760,985,2915
667861340749471744,74,234
667832474953625600,59,286
667806454573760512,469,1016
667801013445750784,93,315
667793409583771648,315,676
667782464991965184,236,400
667773195014021121,52,226
667766675769573376,204,421
667728196545200128,143,365
667724302356258817,306,462
667550904950915073,33,0
667550882905632768,32,0
667549055577362432,2160,5550
667546741521195010,116,328
667544320556335104,500,827
667538891197542400,62,197
667534815156183040,497,788
667530908589760512,227,447
667524857454854144,1068,1628
667517642048163840,182,353
667509364010450944,2024,6522
667502640335572993,212,520
667495797102141441,254,502
667491009379606528,213,512
