tweet_id,retweet_count,favorite_count
856543823941562368,2774,15852
856526610513747968,1803,11521
856330835276025856,646,0
856288084350160898,15,501
856282028240666624,6054,26977
855862651834028034,25,329
855860136149123072,941,4788
855857698524602368,2039,11548
855851453814013952,17389,44504
855818117272018944,5239,25965
855459453768019968,7942,29061
855245323840757760,5763,0
855138241867124737,43,0
854732716440526848,5878,22233
854482394044301312,6665,28633
854365224396361728,4545,18455
854120357044912130,7255,31284
854010172552949760,3058,15885
853760880890318849,5580,27979
853639147608842240,9773,33984
853299958564483072,3461,15183
852936405516943360,1945,0
852912242202992640,1769,8871
852672615818899456,2105,14635
852553447878664193,3386,16009
852311364735569921,9715,32571
852226086759018497,6688,19638
852189679701164033,1554,11273
851861385021730816,19,0
851591660324737024,3406,16021
851464819735769094,6910,23894
851224888060895234,5621,20376
850753642995093505,8965,30376
850380195714523136,2563,12918
850333567704068097,321,3412
850145622816686080,3725,16119
850019790995546112,4789,20155
849776966551130114,7470,30062
849668094696017920,4874,0
849412302885593088,3107,15685
849336543269576704,1869,11296
849051919805034497,8350,41876
848690551926992896,4254,24939
848324959059550208,4552,24466
848213670039564288,721,8092
848212111729840128,2997,16165
847978865427394560,3215,0
847971574464610304,426,0
847962785489326080,5015,23295
847842811428974592,1316,5394
847617282490613760,410,6927
847606175596138505,3384,18609
847251039262605312,4264,20336
847157206088847362,5779,19729
847116187444137987,3142,21300
846874817362120707,3885,19939
846514051647705089,11439,44311
846505985330044928,3040,14008
846153765933735936,8956,31420
846139713627017216,9916,30836
846042936437604353,2835,15887
845812042753855489,8623,29061
845677943972139009,4750,25048
845397057150107648,1790,7598
845306882940190720,5344,23222
845098359547420673,7585,0
844979544864018432,2537,13569
844973813909606400,3165,15011
844580511645339650,3101,16399
844223788422217728,2183,13595
843981021012017153,2925,15133
843856843873095681,4588,21391
843604394117681152,2728,16835
843235543001513987,5990,21455
842846295480000512,3621,15249
842765311967449089,1277,6718
842535590457499648,3489,18068
842163532590374912,5763,24422
842115215311396866,3019,13960
841833993020538882,15034,0
841680585030541313,7780,25693
841439858740625411,3675,12642
841320156043304961,5485,19788
841314665196081154,4640,15827
841077006473256960,5290,22860
840761248237133825,1764,0
840728873075638272,16105,0
840698636975636481,2,174
840696689258311684,972,12289
840632337062862849,1764,9008
840370681858686976,4536,16466
840268004936019968,5729,19274
839990271299457024,2276,13427
839549326359670784,7747,27498
839290600511926273,144,0
839239871831150596,6530,27160
838952994649550848,4005,19677
838921590096166913,2068,11186
838916489579200512,35,0
838831947270979586,11010,0
838561493054533637,1339,10965
838476387338051585,4777,22560
838201503651401729,10077,0
838150277551247360,332,1677
838085839343206401,1,139
838083903487373313,3143,17685
837820167694528512,7869,34231
837482249356513284,443,3857
837471256429613056,2279,12847
837110210464448512,2370,16118
836989968035819520,2293,12817
836753516572119041,4654,19389
836677758902222849,2233,12659
836648853927522308,556,0
836397794269200385,27592,0
836380477523124226,3002,14819
836260088725786625,4316,21398
836001077879255040,4282,19168
835685285446955009,8164,0
835574547218894849,3638,17869
835536468978302976,1708,0
835309094223372289,21044,0
835297930240217089,3029,16547
835264098648616962,1708,7775
835246439529840640,73,2113
835172783151792128,5793,26297
835152434251116546,3034,22523
834931633769889797,1652,10858
834786237630337024,5526,21453
834574053763584002,2552,13745
834477809192075265,10712,0
834458053273591808,1694,9678
834209720923721728,4781,20716
834167344700198914,3683,15922
834089966724603904,2150,10111
834086379323871233,2222,13149
833863086058651648,2421,13501
833826103416520705,3800,18166
833732339549220864,222,0
833722901757046785,3244,20935
833479644947025920,2066,14940
833124694597443584,4874,20339
832998151111966721,2218,13359
832769181346996225,39,0
832757312314028032,3654,16970
832682457690300417,2939,11966
832645525019123713,535,2954
832636094638288896,2814,15962
832397543355072512,2234,12045
832369877331693569,3215,17303
832273440279240704,2356,11434
832215909146226688,6251,0
832215726631055365,9411,0
832088576586297345,2,62
832040443403784192,9700,0
832032802820481025,4700,18005
831939777352105988,6192,24206
831926988323639298,34,338
831911600680497154,6561,27826
831670449226514432,1840,10534
831650051525054464,1945,7206
831552930092285952,2332,9054
831322785565769729,1564,9345
831315979191906304,1133,6598
831309418084069378,2484,11855
831262627380748289,2066,12015
830956169170665475,1512,8051
830583320585068544,16942,67454
830173239259324417,5739,0
830097400375152640,2980,9902
829878982036299777,5078,0
829861396166877184,1971,12340
829501995190984704,10712,32063
829449946868879360,2045,10557
829141528400556032,7436,24641
829011960981237760,16468,53614
828801551087042563,3452,0
828770345708580865,5933,25839
828708714936930305,11301,36872
828650029636317184,1365,9611
828409743546925057,1178,6413
828408677031882754,1305,7754
828381636999917570,2237,12715
828376505180889089,1083,7452
828372645993398273,2976,12674
828361771580813312,173,2217
828046555563323392,2907,11881
828011680017821696,2170,10463
827933404142436356,5310,20329
827653905312006145,3052,15656
827600520311402496,955,7522
827324948884643840,3097,16034
827199976799354881,2250,10694
826958653328592898,5078,21824
826848821049180160,10302,36784
826615380357632002,4035,0
826598799820865537,257,5173
826598365270007810,2377,10162
826476773533745153,4249,18629
826240494070030336,2643,13455
826204788643753985,936,4934
826115272272650244,3179,15841
825876512159186944,1898,10603
825829644528148480,2522,12880
825535076884762624,17760,57472
825147591692263424,4606,18536
825120256414846976,1281,0
825026590719483904,1281,6388
824796380199809024,5573,0
824775126675836928,3572,15137
824663926340194305,1768,10222
824325613288833024,10665,11974
824297048279236611,3928,15261
824025158776213504,605,4889
823939628516474880,2750,10762
823719002937630720,11370,0
823699002998870016,2555,14170
823581115634085888,2665,13207
823333489516937216,25,708
823322678127919110,4092,15947
823269594223824897,10048,0
822975315408461824,3507,17537
822872901745569793,43978,133409
822859134160621569,2320,13475
822647212903690241,6515,0
822610361945911296,3006,15036
822489057087389700,6515,18409
822462944365645825,14577,28480
822244816520155136,10048,35460
822163064745328640,4861,0
821886076407029760,2352,11485
821813639212650496,3411,0
821765923262631936,1685,8545
821522889702862852,1797,8152
821421320206483457,5693,0
821407182352777218,4421,11967
821153421864615936,10,259
821149554670182400,2028,8784
821107785811234820,2173,9748
821044531881721856,2322,12849
820837357901512704,6856,0
820749716845686786,10077,32070
820690176645140481,3288,12399
820494788566847489,573,0
820446719150292993,2616,0
820314633777061888,573,3398
820078625395449857,6405,20132
820013781606658049,1201,0
819952236453363712,1201,5410
819924195358416896,4956,13095
819711362133872643,3171,13616
819588359383371776,2027,9801
819347104292290561,1230,7336
819238181065359361,414,2312
819227688460238848,6856,23459
819015337530290176,37538,0
819015331746349057,19302,0
819006400881917954,19302,46017
819004803107983360,37538,88318
818646164899774465,21415,0
818627210458333184,7681,22783
818614493328580609,2614,10010
818588835076603904,6273,0
818536468981415936,2513,11088
818307523543449600,8255,0
818259473185828864,2318,11221
818145370475810820,2618,12511
817908911860748288,820,4945
817827839487737858,27592,52609
817777686764523521,2745,10930
817536400337801217,3028,11967
817502432452313088,3466,0
817423860136083457,15034,34481
817415592588222464,972,5706
817181837579653120,8639,0
817171292965273600,2064,8931
817120970343411712,2654,12433
817056546584727552,1679,8747
816829038950027264,4805,0
816816676327063552,2079,10204
816697700272001025,2239,9981
816450570814898180,8256,31022
816336735214911488,1985,8760
816091915477250048,2187,9087
816062466425819140,1049,0
816014286006976512,5392,0
815990720817401858,1049,5049
815966073409433600,8639,22845
815745968457060357,4231,0
815736392542261248,2320,10036
815639385530101762,1681,8376
815390420867969024,3889,10568
814986499976527872,1302,7797
814638523311648768,2762,11485
814578408554463233,5961,0
814530161257443328,1906,8819
814153002265309185,8877,29370
813944609378369540,3254,0
813910438903693312,1908,9483
813812741911748608,14296,37160
813800681631023104,1805,8488
813217897535406080,7462,19016
813202720496779264,1848,9425
813187593374461952,4467,20294
813172488309972993,1972,9465
813157409116065792,2267,7933
813142292504645637,2438,8645
813130366689148928,457,4572
813127251579564032,3203,12098
813112105746448384,2804,10530
813096984823349248,3700,10776
813081950185472002,2835,10095
813066809284972545,2000,8129
813051746834595840,7536,21419
812781120811126785,1952,7735
812709060537683968,1465,6758
812503143955202048,1250,6199
812466873996607488,1981,8139
812372279581671427,3752,13948
811985624773361665,1437,7415
811744202451197953,1637,7702
811647686436880384,759,5731
811627233043480576,3156,13053
811386762094317568,6536,21383
810984652412424192,1471,5455
810896069567610880,1811,9218
810657578271330305,2719,11213
810284430598270976,11582,36060
810254108431155201,3452,15030
809920764300447744,4035,15863
809808892968534016,5018,0
809448704142938112,1499,7089
809220051211603969,5739,20367
809084759137812480,3613,13537
808838249661788160,3124,10338
808733504066486276,2220,8083
808501579447930884,2673,11549
808344865868283904,21415,43545
808134635716833280,6084,0
808106460588765185,2261,8988
808001312164028416,3620,12818
807621403335917568,3724,14901
807106840509214720,56914,121005
807059379405148160,7530,0
807010152071229440,3954,13362
806629075125202948,35594,76463
806620845233815552,5675,0
806576416489959424,1993,5002
806542213899489280,2416,10456
806242860592926720,11936,0
806219024703037440,1221,6580
805958939288408065,5503,0
805932879469572096,1967,8461
805826884734976000,1878,6720
805823200554876929,8241,0
805520635690676224,1706,5879
805487436403003392,2583,8987
805207613751304193,1758,8009
804738756058218496,3919,14000
804475857670639616,2066,6284
804413760345620481,3319,0
804026241225523202,16582,45519
803773340896923648,2820,10300
803692223237865472,7620,0
803638050916102144,4246,11198
803380650405482500,1910,7952
803321560782307329,5464,0
803276597545603072,2522,10266
802952499103731712,2063,9218
802624713319034886,2985,0
802600418706604034,1509,7268
802572683846291456,2575,9136
802323869084381190,5988,16596
802265048156610565,1412,6933
802239329049477120,2690,9292
802185808107208704,279,0
801958328846974976,1754,7924
801854953262350336,243,1817
801538201127157760,2117,8415
801285448605831168,845,6201
801167903437357056,6084,25051
801127390143516673,4053,0
801115127852503040,2157,8271
800859414831898624,98,700
800855607700029440,1655,0
800751577355128832,2867,10798
800513324630806528,3066,13436
800459316964663297,2229,9715
800443802682937345,4422,0
800388270626521089,2880,11410
800188575492947969,4045,0
800141422401830912,2616,15653
800018252395122689,13520,29052
799774291445383169,4815,0
799757965289017345,2218,8594
799422933579902976,1973,8242
799308762079035393,5617,0
799297110730567681,2837,10124
799063482566066176,2524,8260
798933969379225600,4591,13400
798925684722855936,1479,7659
798705661114773508,6821,0
798701998996647937,7998,0
798697898615730177,6676,0
798694562394996736,5090,0
798686750113755136,2395,0
798682547630837760,4844,0
798673117451325440,5691,0
798665375516884993,4015,0
798644042770751489,1904,0
798628517273620480,2024,0
798585098161549313,5866,0
798576900688019456,6003,0
798340744599797760,3442,0
798209839306514432,2625,10668
797971864723324932,3193,11886
797545162159308800,4999,14895
797236660651966464,6767,20406
797165961484890113,26,228
796904159865868288,9158,0
796865951799083009,1964,7867
796759840936919040,3128,12119
796563435802726400,7459,0
796484825502875648,1808,7757
796387464403357696,4266,11265
796177847564038144,14667,0
796149749086875649,14667,33025
796125600683540480,1857,5082
796116448414461957,2480,9320
796080075804475393,2378,8651
796031486298386433,3811,11056
795464331001561088,24303,50817
795400264262053889,2954,10307
795076730285391872,5573,16581
794983741416415232,3465,0
794926597468000259,2372,10494
794355576146903043,10584,0
794332329137291264,2745,9806
794205286408003585,3401,9426
793962221541933056,5018,17222
793845145112371200,1920,9443
793614319594401792,3218,0
793601777308463104,1672,8169
793500921481273345,2437,10924
793286476301799424,9411,25183
793271401113350145,2456,8907
793256262322548741,8570,20436
793241302385262592,3382,10761
793226087023144960,2943,10071
793210959003287553,2872,9135
793195938047070209,5782,15651
793180763617361921,2059,7103
793165685325201412,2857,9641
793150605191548928,1744,6324
793135492858580992,2556,6593
793120401413079041,4022,12980
792913359805018113,4079,14665
792883833364439040,4379,11570
792773781206999040,1725,7520
792394556390137856,4405,13773
792050063153438720,1851,7321
791821351946420224,21641,0
791784077045166082,9843,0
791780927877898241,3919,0
791774931465953280,22798,46170
791672322847637504,3218,12025
791406955684368384,4231,13439
791312159183634433,2604,8979
791026214425268224,4204,0
790987426131050500,2186,10053
790946055508652032,4805,17032
790723298204217344,2371,0
790698755171364864,1978,8415
790581949425475584,7349,21119
790337589677002753,1925,8008
790277117346975746,3254,12845
790227638568808452,3656,0
789986466051088384,2371,9466
789960241177853952,4222,0
789903600034189313,4231,10590
789628658055020548,1819,7660
789599242079838210,1974,6910
789530877013393408,3465,11991
789314372632018944,2356,8845
789280767834746880,5073,0
789268448748703744,2672,9311
789137962068021249,2872,9933
788908386943430656,12768,28030
788765914992902144,10584,27951
788552643979468800,7357,0
788412144018661376,5401,15894
788178268662984705,2146,7384
788150585577050112,1319,6256
788070120937619456,3516,0
788039637453406209,1352,6258
787810552592695296,3130,8821
787717603741622272,2852,10479
787397959788929025,2909,11118
787322443945877504,1785,7957
787111942498508800,6902,0
786963064373534720,8164,27187
786729988674449408,2475,0
786709082849828864,6251,18640
786664955043049472,2618,10832
786595970293370880,3186,9628
786363235746385920,3592,11122
786286427768250368,2914,8138
786233965241827333,4861,15588
786051337297522688,158,1452
786036967502913536,7189,0
785927819176054784,3258,11631
785872687017132033,1862,6836
785639753186217984,2286,7998
785533386513321988,2039,9298
785515384317313025,1288,6235
785264754247995392,1677,7407
785170936622350336,4942,12290
784826020293709826,3319,10327
784517518371221505,2593,9153
784431430411685888,1301,5811
784183165795655680,8241,20503
784057939640352768,11370,30368
783839966405230592,11010,30624
783821107061198850,2014,7506
783695101801398276,3283,10665
783466772167098368,2296,8628
783391753726550016,5608,17209
783347506784731136,5664,0
783334639985389568,11936,29717
783085703974514689,2245,8307
782969140009107456,7530,24582
782747134529531904,1438,7620
782722598790725632,5503,17615
782598640137187329,1913,7951
782305867769217024,5693,16973
782021823840026624,6342,0
781955203444699136,3443,11340
781661882474196992,2774,10631
781655249211752448,1146,4071
781524693396357120,5675,21118
781308096455073793,2598,7278
781251288990355457,2120,8580
781163403222056960,2791,9991
780931614150983680,7459,22028
780858289093574656,2047,7319
780800785462489090,1326,5591
780601303617732608,3411,12330
780543529827336192,1775,6426
780496263422808064,3775,0
780476555013349377,116,0
780459368902959104,1099,5391
780192070812196864,2294,8855
780092040432480260,2341,0
780074436359819264,5067,12413
779834332596887552,7189,19239
779377524342161408,3172,8959
779124354206535695,18681,0
779056095788752897,4609,15035
778990705243029504,7356,20329
778774459159379968,10094,0
778764940568104960,367,883
778748913645780993,1339,7015
778650543019483137,1532,5870
778624900596654080,1027,4718
778408200802557953,4414,13843
778396591732486144,12469,0
778383385161035776,1123,5939
778286810187399168,3357,10557
778039087836069888,2690,8642
778027034220126208,1646,6658
777953400541634568,3592,0
777885040357281792,1653,6462
777684233540206592,2985,11414
777641927919427584,4306,0
777621514455814149,2543,8897
777189768882946048,4373,14509
776819012571455488,13936,0
776813020089548800,1233,4950
776477788987613185,2834,8968
776249906839351296,9303,0
776218204058357768,16146,30398
776201521193218049,2552,9783
776113305656188928,4422,11961
776088319444877312,153,1870
775898661951791106,16824,0
775842724423557120,2699,11907
775733305207554048,4053,14075
775729183532220416,4665,13172
775364825476165632,3018,7510
775350846108426240,3966,10321
775085132600442880,4815,15795
774757898236878852,1819,8726
774639387460112384,1756,6839
774314403806253056,5617,22101
773985732834758656,3937,10896
773922284943896577,1776,6488
773704687002451968,1654,6694
773670353721753600,1335,5424
773547596996571136,6273,22432
773336787167145985,5164,0
773308824254029826,7585,23644
773247561583001600,3294,9590
773191612633579521,4211,10125
772877495989305348,3942,8695
772826264096874500,2388,8176
772615324260794368,3434,0
772581559778025472,1719,6594
772193107915964416,1415,6128
772152991789019136,1149,3852
772117678702071809,751,3822
772114945936949249,474,2760
772102971039580160,953,4054
771908950375665664,1933,6680
771770456517009408,3442,12171
771500966810099713,2647,8375
771380798096281600,5164,10627
771171053431250945,7594,0
771136648247640064,2972,9270
771102124360998913,1461,6327
771014301343748096,1681,6978
770787852854652928,1217,4991
770772759874076672,1433,5249
770655142660169732,1794,7431
770414278348247044,2128,6398
770293558247038976,1504,6325
770093767776997377,3101,0
770069151037685760,2328,7687
769940425801170949,9700,31790
769695466921623552,1697,6488
769335591808995329,7833,0
769212283578875904,1751,5471
768970937022709760,6602,14557
768909767477751808,2713,0
768855141948723200,901,4253
768609597686943744,1219,4172
768596291618299904,1298,5097
768554158521745409,5909,0
768473857036525572,3477,13788
768193404517830656,3592,11005
767884188863397888,1402,4798
767754930266464257,5464,16198
767500508068192258,2371,7587
767191397493538821,3813,12434
767122157629476866,2896,10289
766864461642756096,5707,0
766793450729734144,1371,5133
766714921925144576,383,2636
766693177336135680,810,4063
766423258543644672,1609,6056
766313316352462849,1911,6865
766078092750233600,2661,0
766069199026450432,864,4276
766008592277377025,502,3787
765719909049503744,2172,7304
765669560888528897,1241,5242
765395769549590528,3418,26875
765371061932261376,2193,7147
765222098633691136,3434,11751
764857477905154048,1795,6516
764259802650378240,1519,6081
763956972077010945,56,762
763837565564780549,4204,12728
763183847194451968,1489,5435
763167063695355904,3059,0
763103485927849985,2320,7434
762699858130116608,3656,12260
762471784394268675,6493,11324
762464539388485633,4222,10400
762316489655476224,1132,4845
762035686371364864,15716,32226
761976711479193600,2033,5461
761750502866649088,3963,0
761745352076779520,874,4306
761672994376806400,29413,49997
761599872357261312,1200,4169
761371037149827077,18252,0
761334018830917632,1465,5243
761292947749015552,1095,4528
761227390836215808,1584,5370
761004547850530816,3516,11440
760893934457552897,987,3850
760656994973933572,1929,6649
760641137271070720,1314,5016
760539183865880579,3663,7636
760521673607086080,1400,4262
760290219849637889,11623,27071
760252756032651264,876,3974
760190180481531904,1823,5743
760153949710192640,31,0
759943073749200896,2095,6001
759923798737051648,5707,14800
759846353224826880,1999,6790
759793422261743616,1935,6019
759557299618865152,1197,4740
759447681597108224,2475,8560
759446261539934208,494,1686
759197388317847553,1965,6126
759159934323924993,1167,0
759099523532779520,4212,14656
759047813560868866,2043,6550
758854675097526272,906,3588
758828659922702336,3873,11317
758740312047005698,1625,5785
758474966123810816,1013,3846
758467244762497024,2238,4828
758405701903519748,1928,5246
758355060040593408,1089,3430
758099635764359168,10094,19254
758041019896193024,379,2726
757741869644341248,3282,6930
757729163776290825,8020,0
757725642876129280,1223,4580
757611664640446465,1114,4603
757597904299253760,301,0
757596066325864448,1068,4369
757400162377592832,6918,15267
757393109802180609,1752,5866
757354760399941633,1433,4550
756998049151549440,2001,6343
756939218950160384,2025,6705
756651752796094464,1316,5110
756526248105566208,3616,10505
756303284449767430,1103,3973
756288534030475264,17607,43116
756275833623502848,1547,6468
755955933503782912,2904,7395
755206590534418437,5403,16578
755110668769038337,11190,21380
754874841593970688,7985,0
754856583969079297,2547,6952
754747087846248448,526,2606
754482103782404096,1968,5338
754449512966619136,736,3783
754120377874386944,2376,7937
753655901052166144,2183,5872
753420520834629632,3597,7970
753398408988139520,1920,5802
753375668877008896,2341,7705
753298634498793472,5747,0
753294487569522689,1050,3398
753039830821511168,21044,37380
753026973505581056,975,3942
752932432744185856,6902,12731
752917284578922496,1590,6972
752701944171524096,2894,0
752682090207055872,1604,6038
752660715232722944,1567,4407
752568224206688256,2299,5552
752519690950500352,3461,7412
752334515931054080,1100,3838
752309394570878976,16374,0
752173152931807232,1853,6004
751950017322246144,928,3081
751937170840121344,1343,5223
751830394383790080,1962,5843
751793661361422336,2920,5870
751598357617971201,3057,7976
751583847268179968,1112,4422
751538714308972544,1270,5071
751456908746354688,1008,3239
751251247299190784,5917,12600
751205363882532864,1827,6365
751132876104687617,1305,5101
750868782890057730,1372,4820
750719632563142656,5073,13261
750506206503038976,1149,4461
750429297815552001,4306,13250
750383411068534784,1154,4583
750381685133418496,27,701
750147208377409536,966,3121
750132105863102464,1299,3636
750117059602808832,1319,4357
750101899009982464,849,3052
750086836815486976,538,2177
750071704093859840,3358,7877
750056684286914561,900,3176
750041628174217216,623,3201
750026558547456000,793,2732
750011400160841729,908,3259
749996283729883136,822,3082
749981277374128128,2479,5147
749774190421639168,1320,4679
749417653287129088,1648,6143
749403093750648834,537,2638
749395845976588288,3456,8615
749317047558017024,2243,5531
749075273010798592,2080,5778
749064354620928000,1532,4831
749036806121881602,796,3106
748977405889503236,3405,10823
748932637671223296,2265,5841
748705597323898880,951,2789
748699167502000129,1594,4765
748692773788876800,1335,4267
748575535303884801,1980,6101
748568946752774144,670,2204
748346686624440324,1227,5236
748337862848962560,4126,7676
748324050481647620,763,3692
748307329658011649,713,3683
748220828303695873,7835,14196
747963614829678593,2148,5795
747933425676525569,2548,6618
747885874273214464,978,2958
747844099428986880,750,2829
747816857231626240,1169,4870
747651430853525504,156,1391
747648653817413632,5880,12946
747600769478692864,555,2335
747594051852075008,1058,3694
747512671126323200,1614,5567
747461612269887489,1044,3884
747439450712596480,1921,5443
747242308580548608,2909,0
747219827526344708,1577,5276
747204161125646336,926,3382
747103485104099331,3970,9584
746906459439529985,298,2903
746872823977771008,2136,6000
746818907684614144,1743,5329
746790600704425984,1608,4889
746757706116112384,3919,9591
746726898085036033,1802,6067
746542875601690625,1882,5050
746521445350707200,985,0
746507379341139972,1084,4670
746369468511756288,1634,6192
746131877086527488,2208,6924
746056683365994496,812,3555
745789745784041472,1068,4041
745712589599014916,2336,7020
745433870967832576,2539,7093
745422732645535745,2440,8587
745314880350101504,2754,7192
745074613265149952,3513,7852
745057283344719872,2269,7260
744995568523612160,622,2970
744971049620602880,2696,7898
744709971296780288,1563,5620
744334592493166593,2117,6791
744234799360020481,78066,156660
744223424764059648,367,1667
743980027717509120,1094,4180
743895849529389061,961,3646
743835915802583040,2083,0
743609206067040256,1382,4479
743595368194129920,6547,18405
743545585370791937,939,3529
743510151680958465,3726,7922
743253157753532416,1226,4231
743222593470234624,1903,6217
743210557239623680,1365,3836
742534281772302336,3578,7065
742528092657332225,1979,4418
742465774154047488,3903,7264
742423170473463808,3775,9818
742385895052087300,1973,6811
742161199639494656,1376,4340
742150209887731712,1551,5133
741793263812808706,1511,4539
741743634094141440,2755,8170
741438259667034112,836,3675
741303864243200000,3206,8779
741099773336379392,5519,9994
741067306818797568,3101,9502
740995100998766593,2745,6375
740711788199743490,936,3403
740699697422163968,785,2847
740676976021798912,6821,18168
740373189193256964,13312,35001
740365076218183684,431,2456
740359016048689152,869,3297
740214038584557568,1963,6685
739979191639244800,5909,19968
739932936087216128,1070,4056
739844404073074688,853,3801
739623569819336705,1350,3766
739606147276148736,1655,5377
739544079319588864,21235,39514
739485634323156992,2921,7153
739238157791694849,57866,115703
738891149612572673,6,111
738885046782832640,1140,3768
738883359779196928,790,3299
738537504001953792,1540,5081
738402415918125056,838,3244
738184450748633089,1204,4313
738166403467907072,3351,8765
738156290900254721,643,2507
737826014890496000,1765,5267
737800304142471168,3446,9967
737678689543020544,1315,5033
737445876994609152,4453,10246
737322739594330112,811,3603
737310737551491075,7410,14653
736736130620620800,1730,4254
736392552031657984,7357,17659
736365877722001409,1241,3962
736225175608430592,2776,8117
736010884653420544,2982,7876
735991953473572864,1149,3587
735648611367784448,1099,4020
735635087207878657,2343,6155
735274964362878976,5022,12992
735256018284875776,880,3323
735137028879360001,966,3125
734912297295085568,524,2745
734787690684657664,6258,12511
734776360183431168,542,2495
734559631394082816,395,1482
733828123016450049,781,3571
733822306246479872,1018,3666
733482008106668032,950,3132
733460102733135873,1279,4184
733109485275860992,16824,50087
732732193018155009,535,2432
732726085725589504,885,3537
732585889486888962,777,3651
732375214819057664,2507,8055
732005617171337216,5392,14864
731285275100512256,985,3480
